
Entering STAGE 100
[  Borge]:	[HP:   870.57/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 36810.0/36810.0] [AP: 263.18] [Speed: 9.50] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	[PRESENCE OF A GOD] 30%
[E100  1]:	[HP: 25767.0/36810.0] [AP: 263.18] [Speed: 9.50] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[E100  1]:	TAKE	   0.86, 2195.55 left
[E100  1]:	ENRAGE	 113.00 stacks
[  Borge]:	[HP:   652.03/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 2195.55/36810.0] [AP: 263.18] [Speed: 4.13] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	   9.01
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 136.87
[E100  1]:	TAKE	 130.03, 2080.73 left
[  Borge]:	STEAL	   3.04
[  Borge]:	REGEN	   8.92
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	   8.85
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	TAKE	 113.59, 568.26 left
[E100  1]:	TAKE	   0.86, 2110.28 left
[E100  1]:	ENRAGE	 114.00 stacks
[  Borge]:	[HP:   568.26/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 2110.28/36810.0] [AP: 263.18] [Speed: 4.08] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	   9.68
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 136.87
[E100  1]:	TAKE	 130.03, 1995.47 left
[  Borge]:	STEAL	   3.04
[  Borge]:	[LOTH]	  41.06
[  Borge]:	REGEN	   9.25
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	   9.18
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	TAKE	 113.59, 526.88 left
[E100  1]:	TAKE	   0.86, 2025.02 left
[E100  1]:	ENRAGE	 115.00 stacks
[  Borge]:	[HP:   526.88/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 2025.02/36810.0] [AP: 263.18] [Speed: 4.04] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	  10.01
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 136.87
[E100  1]:	TAKE	 130.03, 1910.20 left
[  Borge]:	STEAL	   3.04
[E100  1]:	STUNNED	   0.50 sec
[  Borge]:	[LOTH]	  41.06
[  Borge]:	REGEN	   9.58
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	   9.50
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	TAKE	 113.59, 486.50 left
[E100  1]:	TAKE	   0.86, 1939.76 left
[E100  1]:	ENRAGE	 116.00 stacks
[  Borge]:	[HP:    486.5/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 1939.76/36810.0] [AP: 263.18] [Speed: 3.99] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	  10.34
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 136.87
[E100  1]:	TAKE	 130.03, 1824.94 left
[  Borge]:	STEAL	   3.04
[  Borge]:	REGEN	  10.23
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	TAKE	 113.59, 396.51 left
[E100  1]:	TAKE	   0.86, 1839.29 left
[E100  1]:	ENRAGE	 117.00 stacks
[  Borge]:	[HP:   396.51/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 1839.29/36810.0] [AP: 263.18] [Speed: 3.94] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	  11.06
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	  10.97
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 295.65 (crit)
[E100  1]:	TAKE	 280.86, 1588.84 left
[  Borge]:	STEAL	   6.56
[  Borge]:	[LOTH]	  88.69
[  Borge]:	REGEN	  10.12
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	TAKE	 113.59, 410.33 left
[E100  1]:	TAKE	   0.86, 1603.19 left
[E100  1]:	ENRAGE	 118.00 stacks
[  Borge]:	[HP:   410.33/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 1603.19/36810.0] [AP: 263.18] [Speed: 3.89] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	  10.95
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	  10.86
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 136.87
[E100  1]:	TAKE	 130.03, 1503.58 left
[  Borge]:	STEAL	   3.04
[  Borge]:	REGEN	  10.75
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	TAKE	 113.59, 332.33 left
[E100  1]:	TAKE	   0.86, 1517.93 left
[E100  1]:	ENRAGE	 119.00 stacks
[  Borge]:	[HP:   332.33/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 1517.93/36810.0] [AP: 263.18] [Speed: 3.85] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	  11.57
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	  11.48
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 295.65 (crit)
[E100  1]:	TAKE	 280.86, 1267.48 left
[  Borge]:	STEAL	   6.56
[E100  1]:	STUNNED	   0.50 sec
[  Borge]:	REGEN	  11.33
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	EVADE
[E100  1]:	ENRAGE	 120.00 stacks
[  Borge]:	[HP:   373.28/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 1282.69/36810.0] [AP: 263.18] [Speed: 4.30] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	  11.24
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	  11.15
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 136.87
[E100  1]:	TAKE	 130.03, 1183.08 left
[  Borge]:	STEAL	   3.04
[E100  1]:	STUNNED	   0.50 sec
[  Borge]:	[LOTH]	  41.06
[  Borge]:	REGEN	  10.71
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 594.79 (crit)
[  Borge]:	EVADE
[E100  1]:	ENRAGE	 121.00 stacks
[  Borge]:	[HP:   450.49/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 1198.29/36810.0] [AP: 263.18] [Speed: 4.25] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	  10.63
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	  10.54
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 136.87
[E100  1]:	TAKE	 130.03, 1098.68 left
[  Borge]:	STEAL	   3.04
[E100  1]:	STUNNED	   0.50 sec
[  Borge]:	[LOTH]	  41.06
[  Borge]:	REGEN	  10.10
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	EVADE
[E100  1]:	ENRAGE	 122.00 stacks
[  Borge]:	[HP:   525.86/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 1113.89/36810.0] [AP: 263.18] [Speed: 4.21] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	  10.02
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	   9.94
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 136.87
[E100  1]:	TAKE	 130.03, 1014.28 left
[  Borge]:	STEAL	   3.04
[  Borge]:	[LOTH]	  41.06
[  Borge]:	REGEN	   9.51
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	EVADE
[E100  1]:	ENRAGE	 123.00 stacks
[  Borge]:	[HP:   599.43/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP: 1029.49/36810.0] [AP: 263.18] [Speed: 3.66] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	   9.43
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	   9.36
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 295.65 (crit)
[E100  1]:	TAKE	 280.86, 779.05 left
[  Borge]:	STEAL	   6.56
[  Borge]:	[LOTH]	  88.69
[  Borge]:	REGEN	   8.52
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	TAKE	 113.59, 608.41 left
[E100  1]:	TAKE	   0.86, 793.40 left
[E100  1]:	ENRAGE	 124.00 stacks
[  Borge]:	[HP:   608.41/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP:   793.4/36810.0] [AP: 263.18] [Speed: 3.61] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	   9.36
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	   9.29
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 136.87
[E100  1]:	TAKE	 130.03, 693.79 left
[  Borge]:	STEAL	   3.04
[  Borge]:	[LOTH]	  41.06
[  Borge]:	REGEN	   8.86
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	TAKE	 113.59, 566.43 left
[E100  1]:	TAKE	   0.86, 708.13 left
[E100  1]:	ENRAGE	 125.00 stacks
[  Borge]:	[HP:   566.43/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP:  708.13/36810.0] [AP: 263.18] [Speed: 3.56] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	   9.70
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	   9.62
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 136.87
[E100  1]:	TAKE	 130.03, 608.52 left
[  Borge]:	STEAL	   3.04
[  Borge]:	REGEN	   9.52
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	TAKE	 113.59, 484.72 left
[E100  1]:	TAKE	   0.86, 622.87 left
[E100  1]:	ENRAGE	 126.00 stacks
[  Borge]:	[HP:   484.72/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP:  622.87/36810.0] [AP: 263.18] [Speed: 3.51] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	  10.35
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	  10.27
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 295.65 (crit)
[E100  1]:	TAKE	 280.86, 372.43 left
[  Borge]:	STEAL	   6.56
[  Borge]:	REGEN	  10.13
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	TAKE	 113.59, 408.45 left
[E100  1]:	TAKE	   0.86, 386.77 left
[E100  1]:	ENRAGE	 127.00 stacks
[  Borge]:	[HP:   408.45/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP:  386.77/36810.0] [AP: 263.18] [Speed: 3.47] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	  10.96
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	  10.87
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 295.65 (crit)
[E100  1]:	TAKE	 280.86, 136.33 left
[  Borge]:	STEAL	   6.56
[  Borge]:	REGEN	  10.73
[E100  1]:	REGEN	  15.21
[E100  1]:	ATTACK	 263.18
[  Borge]:	TAKE	 113.59, 334.00 left
[E100  1]:	TAKE	   0.86, 150.68 left
[E100  1]:	ENRAGE	 128.00 stacks
[  Borge]:	[HP:    334.0/870.57] [AP: 136.87] [Speed: 4.11] [Regen:  7.26] [CHC: 0.4340] [CHD:  2.16] [DR: 0.5684] [Evasion: 0.2148] [Effect: 0.3370] [LS: 0.02]
[E100  1]:	[HP:  150.68/36810.0] [AP: 263.18] [Speed: 3.42] [Regen: 15.21] [CHC: 0.1122] [CHD:  2.26] [DR: 0.0500] [Evasion: 0.0040]
[  Borge]:	REGEN	  11.56
[E100  1]:	REGEN	  15.21
[  Borge]:	REGEN	  11.46
[E100  1]:	REGEN	  15.21
[  Borge]:	ATTACK	 295.65 (crit)
[E100  1]:	TAKE	 280.86, -99.77 left
[E100  1]:	DIED
[  Borge]:	STEAL	   6.56
[  Borge]:	[LOTH]	  88.69
